epoch,step,test_direction_accuracy,test_loss,test_mae,test_mse,test_r2,train_direction_accuracy,train_loss,train_mae,train_mse,train_r2,val_direction_accuracy,val_loss,val_mae,val_mse,val_r2
4,179,,,,,,0.5,2.9802262783050537,3.2255859375,23.711633682250977,-0.04805254936218262,,,,,
4,179,,,,,,,,,,,0.7041479349136353,2.443429470062256,2.6691925525665283,23.54423713684082,0.0006230862345546484
5,189,,,,,,0.5553160905838013,2.460333824157715,2.698485851287842,21.591299057006836,-0.013755321502685547,,,,,
5,199,,,,,,0.5840517282485962,2.2048935890197754,2.4388039112091064,18.90952491760254,-0.01440739631652832,,,,,
5,209,,,,,,0.540229856967926,2.7699029445648193,3.0084774494171143,24.38320541381836,-0.02745962142944336,,,,,
5,215,,,,,,,,,,,0.7041479349136353,2.4190011024475098,2.641677141189575,23.587017059326172,-0.0011851165909320116
6,219,,,,,,0.5747126340866089,2.713009834289551,2.951030969619751,23.48645782470703,-0.005301117897033691,,,,,
6,229,,,,,,0.5704023241996765,2.3868517875671387,2.6205267906188965,21.241802215576172,-0.0415189266204834,,,,,
6,239,,,,,,0.5955459475517273,2.83176589012146,3.068924903869629,25.113977432250977,-0.014600276947021484,,,,,
6,249,,,,,,0.5359195470809937,3.016894817352295,3.2537624835968018,26.159196853637695,-0.0633995532989502,,,,,
6,251,,,,,,,,,,,0.7091454267501831,2.400268077850342,2.6218881607055664,23.658048629760742,-0.0041929795406758785
7,259,,,,,,0.6616379022598267,2.032024621963501,2.2596311569213867,18.12938690185547,-0.0311124324798584,,,,,
7,269,,,,,,0.5941091775894165,2.6604855060577393,2.8960156440734863,23.74781036376953,-0.020322203636169434,,,,,
7,279,,,,,,0.539511501789093,2.846444606781006,3.0818166732788086,24.825340270996094,-0.05133950710296631,,,,,
7,287,,,,,,,,,,,0.7091454267501831,2.3884832859039307,2.612097978591919,23.74839210510254,-0.008021251298487186
8,289,,,,,,0.6716954112052917,1.9622836112976074,2.190833568572998,17.975927352905273,-0.036199331283569336,,,,,
8,299,,,,,,0.5847700834274292,2.5868351459503174,2.8208673000335693,23.210159301757812,-0.023856043815612793,,,,,
8,309,,,,,,0.6307471394538879,2.2948126792907715,2.5263748168945312,20.59214210510254,-0.008108258247375488,,,,,
8,319,,,,,,0.5840517282485962,2.7367067337036133,2.972649335861206,24.32581329345703,-0.04093194007873535,,,,,
8,323,,,,,,,,,,,0.7091454267501831,2.3823533058166504,2.6072185039520264,23.81690216064453,-0.010924557223916054
9,329,,,,,,0.48706895112991333,2.7802040576934814,3.0145561695098877,24.17359161376953,-0.16097092628479004,,,,,
9,339,,,,,,0.49640804529190063,3.1046292781829834,3.3449082374572754,26.62532615661621,-0.10092055797576904,,,,,
9,349,,,,,,0.5366379022598267,2.879204750061035,3.1154518127441406,25.358802795410156,-0.07218027114868164,,,,,
9,359,,,,,,0.477011501789093,2.8276562690734863,3.061230182647705,24.143465042114258,-0.0841362476348877,,,,,
9,359,,,,,,,,,,,0.7091454267501831,2.378175973892212,2.602987051010132,23.848119735717773,-0.012246562168002129
10,369,,,,,,0.5438218116760254,2.8392372131347656,3.0749588012695312,25.31058692932129,-0.0833960771560669,,,,,
10,379,,,,,,0.5912356376647949,2.400306463241577,2.6306350231170654,21.50678062438965,-0.0342257022857666,,,,,
10,389,,,,,,0.607758641242981,2.750439405441284,2.988126277923584,24.11006736755371,-0.025632739067077637,,,,,
10,395,,,,,,,,,,,0.7091454267501831,2.375844955444336,2.6004936695098877,23.90125846862793,-0.014498787932097912
11,399,,,,,,0.6594827771186829,2.3340704441070557,2.564443349838257,21.113704681396484,-0.014451384544372559,,,,,
11,409,,,,,,0.6903735399246216,2.091799020767212,2.320755958557129,19.268699645996094,-0.02073073387145996,,,,,
11,419,,,,,,0.6831896305084229,2.2745137214660645,2.504822015762329,20.87562370300293,-0.014736413955688477,,,,,
11,429,,,,,,0.6932471394538879,2.2021865844726562,2.4313623905181885,20.377138137817383,-0.02208113670349121,,,,,
11,431,,,,,,,,,,,0.7091454267501831,2.3734991550445557,2.5978281497955322,23.94606590270996,-0.016398057341575623
12,439,,,,,,0.44181033968925476,3.137740135192871,3.376061201095581,27.078237533569336,-0.20262062549591064,,,,,
12,449,,,,,,0.6716954112052917,2.242591381072998,2.4700875282287598,20.61790657043457,-0.004609942436218262,,,,,
12,459,,,,,,0.6803160905838013,2.390526056289673,2.621781349182129,22.109050750732422,-0.014298319816589355,,,,,
12,467,,,,,,,,,,,0.7091454267501831,2.3731791973114014,2.597383499145508,24.00278091430664,-0.018802892416715622
13,469,,,,,,0.6602011322975159,2.468472480773926,2.7015810012817383,22.556489944458008,-0.009497642517089844,,,,,
13,479,,,,,,0.6271551847457886,2.347531795501709,2.5796959400177,20.68207359313965,-0.014196515083312988,,,,,
13,489,,,,,,0.6666666865348816,2.351980447769165,2.5812175273895264,21.645160675048828,-0.015314817428588867,,,,,
13,499,,,,,,0.7191091775894165,2.055643081665039,2.281658411026001,19.048934936523438,-0.008236408233642578,,,,,
13,503,,,,,,,,,,,0.7091454267501831,2.3735671043395996,2.5975823402404785,24.061368942260742,-0.02128709852695465
14,509,,,,,,0.6731321811676025,2.377222776412964,2.6055171489715576,21.817882537841797,-0.01148533821105957,,,,,
14,519,,,,,,0.4899425208568573,3.160733222961426,3.3971147537231445,27.753812789916992,-0.14701223373413086,,,,,
14,529,,,,,,0.5897988677024841,2.74432373046875,2.9776201248168945,24.839427947998047,-0.06826186180114746,,,,,
14,539,,,,,,0.8850574493408203,1.250685214996338,1.4693138599395752,12.798150062561035,-0.013406991958618164,,,,,
14,539,,,,,,,,,,,0.7091454267501831,2.368077516555786,2.5915122032165527,24.042261123657227,-0.02047496847808361
15,549,,,,,,0.670258641242981,2.2147490978240967,2.4423885345458984,20.3682804107666,-0.019737839698791504,,,,,
15,559,,,,,,0.6767241358757019,2.2187085151672363,2.445948600769043,20.65597152709961,-0.01907062530517578,,,,,
15,569,,,,,,0.6889367699623108,2.286536455154419,2.5176162719726562,20.957836151123047,-0.006975531578063965,,,,,
15,575,,,,,,,,,,,0.7091454267501831,2.3645968437194824,2.587669610977173,24.046344757080078,-0.020646976307034492
16,579,,,,,,0.6767241358757019,2.2773516178131104,2.501317262649536,21.418062210083008,-0.024753212928771973,,,,,
16,589,,,,,,0.6343390941619873,2.6733205318450928,2.9095773696899414,23.55025291442871,0.0007494091987609863,,,,,
16,599,,,,,,0.5581896305084229,3.0466413497924805,3.283416271209717,27.238882064819336,-0.08641040325164795,,,,,
16,609,,,,,,0.6839080452919006,2.5313751697540283,2.7652790546417236,23.124507904052734,-0.008301854133605957,,,,,
16,611,,,,,,,,,,,0.7091454267501831,2.362485885620117,2.5853731632232666,24.06297492980957,-0.021351326256990433
17,619,,,,,,0.6336206793785095,2.3531832695007324,2.5830113887786865,21.531307220458984,-0.026705145835876465,,,,,
17,629,,,,,,0.49640804529190063,2.9687867164611816,3.2042088508605957,26.30891990661621,-0.15255725383758545,,,,,
17,639,,,,,,0.5933908224105835,2.6059529781341553,2.838797092437744,23.37188720703125,-0.05038285255432129,,,,,
17,647,,,,,,,,,,,0.7091454267501831,2.357895612716675,2.5802788734436035,24.05108642578125,-0.020845552906394005
18,649,,,,,,0.7385057210922241,2.2041802406311035,2.433040142059326,20.274919509887695,-0.0064890384674072266,,,,,
18,659,,,,,,0.7356321811676025,2.24985408782959,2.4803624153137207,20.70945167541504,0.00013649463653564453,,,,,
18,669,,,,,,0.7830459475517273,1.8663318157196045,2.089425802230835,17.83075523376465,-0.010829806327819824,,,,,
18,679,,,,,,0.7808908224105835,2.009953737258911,2.237614870071411,18.751625061035156,0.0005693435668945312,,,,,
18,683,,,,,,,,,,,0.7091454267501831,2.353963851928711,2.5758838653564453,24.03822135925293,-0.020298492163419724
19,689,,,,,,0.5818965435028076,2.605025291442871,2.8373043537139893,23.536373138427734,-0.07331264019012451,,,,,
19,699,,,,,,0.5438218116760254,2.9027419090270996,3.1350409984588623,26.256986618041992,-0.11704432964324951,,,,,
19,709,,,,,,0.6436781883239746,2.5708887577056885,2.802333354949951,23.18317222595215,-0.03517448902130127,,,,,
19,719,,,,,,0.4655172526836395,2.934068202972412,3.1730189323425293,26.83925437927246,-0.17304456233978271,,,,,
19,719,,,,,,,,,,,0.7091454267501831,2.349010944366455,2.5702829360961914,24.016616821289062,-0.019380418583750725
20,729,,,,,,0.4375,3.3267555236816406,3.5635719299316406,29.890005111694336,-0.2557957172393799,,,,,
20,739,,,,,,0.6537356376647949,2.4313390254974365,2.6597142219543457,22.2755184173584,-0.027260184288024902,,,,,
20,749,,,,,,0.6372126340866089,2.2278316020965576,2.4555859565734863,20.264915466308594,-0.020070910453796387,,,,,
20,755,,,,,,,,,,,0.7091454267501831,2.343601703643799,2.5641207695007324,23.990938186645508,-0.018289359286427498
21,759,,,,,,0.6774425506591797,2.422210216522217,2.6522114276885986,22.294281005859375,-0.00797736644744873,,,,,
21,769,,,,,,0.8089080452919006,1.8510514497756958,2.076406240463257,17.23904037475586,0.0009355545043945312,,,,,
21,779,,,,,,0.6882184147834778,2.097646713256836,2.3232741355895996,19.890005111694336,-0.01976144313812256,,,,,
21,789,,,,,,0.5969827771186829,2.705205202102661,2.9375648498535156,24.32759666442871,-0.06311953067779541,,,,,
21,791,,,,,,,,,,,0.7091454267501831,2.341445207595825,2.5617001056671143,24.0008544921875,-0.018708882853388786
22,799,,,,,,0.5955459475517273,2.4997479915618896,2.7282445430755615,22.706518173217773,-0.07439315319061279,,,,,
22,809,,,,,,0.6853448152542114,2.349727153778076,2.579847574234009,21.460277557373047,-0.0008693933486938477,,,,,
22,819,,,,,,0.7780172228813171,2.1025168895721436,2.3295602798461914,20.098968505859375,-0.008350729942321777,,,,,
22,827,,,,,,,,,,,0.7091454267501831,2.3365979194641113,2.5562186241149902,23.97373390197754,-0.01755678653717041
23,828,0.6551724076271057,2.6546013355255127,2.889028787612915,25.272661209106445,-0.005503523163497448,,,,,,,,,,
