epoch,step,test_direction_accuracy,test_loss,test_mae,test_mse,test_r2,train_direction_accuracy,train_loss,train_mae,train_mse,train_r2,val_direction_accuracy,val_loss,val_mae,val_mse,val_r2
0,9,,,,,,0.38146552443504333,2.5753414630889893,2.8181955814361572,21.48672866821289,-0.052516818046569824,,,,,
0,19,,,,,,0.4583333432674408,2.6189959049224854,2.8609092235565186,21.687952041625977,-0.022139668464660645,,,,,
0,29,,,,,,0.4396551847457886,2.7776148319244385,3.021310329437256,23.020465850830078,-0.027617216110229492,,,,,
0,35,,,,,,,,,,,0.425787091255188,2.628364324569702,2.8732478618621826,23.723234176635742,-0.007021499797701836
1,39,,,,,,0.460488498210907,2.6088783740997314,2.8494720458984375,21.803831100463867,-0.023977160453796387,,,,,
1,49,,,,,,0.44037356972694397,2.481123208999634,2.7213315963745117,20.484329223632812,-0.051163554191589355,,,,,
1,59,,,,,,0.4698275923728943,2.372805595397949,2.613069772720337,19.89052963256836,-0.0317150354385376,,,,,
1,69,,,,,,0.4899425208568573,2.8009719848632812,3.042935848236084,23.734012603759766,-0.020095109939575195,,,,,
1,71,,,,,,,,,,,0.5542229413986206,2.5673491954803467,2.8090903759002686,23.608972549438477,-0.0021564390044659376
2,79,,,,,,0.49281609058380127,2.802337169647217,3.0456223487854004,23.255786895751953,-0.032144784927368164,,,,,
2,89,,,,,,0.48706895112991333,2.6534693241119385,2.8944034576416016,22.12354850769043,-0.021041154861450195,,,,,
2,99,,,,,,0.48563218116760254,2.2775888442993164,2.515974283218384,19.31056785583496,-0.088051438331604,,,,,
2,107,,,,,,,,,,,0.6441779136657715,2.518568515777588,2.755866050720215,23.54547691345215,0.0005506225279532373
3,109,,,,,,0.5021551847457886,2.5954670906066895,2.835479259490967,21.797935485839844,-0.004932761192321777,,,,,
3,119,,,,,,0.48491379618644714,2.833301305770874,3.0754079818725586,23.828046798706055,-0.03941833972930908,,,,,
3,129,,,,,,0.516523003578186,2.7286272048950195,2.9698657989501953,23.378047943115234,-0.01913619041442871,,,,,
3,139,,,,,,0.517241358757019,2.676069498062134,2.915553092956543,22.63204002380371,-0.0223313570022583,,,,,
3,143,,,,,,,,,,,0.6891553997993469,2.476698637008667,2.7086658477783203,23.52727699279785,0.0013337238924577832
4,149,,,,,,0.5129310488700867,2.7205395698547363,2.9600837230682373,22.81138801574707,-0.036702513694763184,,,,,
4,159,,,,,,0.5423850417137146,2.570977210998535,2.8097927570343018,22.005306243896484,-0.015998125076293945,,,,,
4,169,,,,,,0.4597701132297516,3.056683301925659,3.2977421283721924,26.069913864135742,-0.16241157054901123,,,,,
