epoch,step,test_loss,test_mae,test_mse,test_r2,test_rmse,train_loss,train_mae,train_mse,train_r2,train_rmse,val_loss,val_mae,val_mse,val_r2,val_rmse
0,9,,,,,,2.1187620162963867,2.5141289234161377,18.346912384033203,-0.02808213233947754,4.283329486846924,,,,,
0,17,,,,,,,,,,,1.280517578125,1.610844373703003,11.2230224609375,-0.03889172151684761,3.3398361206054688
1,19,,,,,,1.143012523651123,1.4892373085021973,9.456490516662598,-0.07722139358520508,3.0751407146453857,,,,,
1,29,,,,,,0.9335202574729919,1.2576390504837036,7.703843593597412,-0.06149935722351074,2.7755799293518066,,,,,
1,35,,,,,,,,,,,1.238429069519043,1.5296226739883423,11.083256721496582,-0.025908375158905983,3.3193328380584717
2,39,,,,,,1.977652907371521,2.357930898666382,17.550567626953125,-0.018635869026184082,4.189339637756348,,,,,
2,49,,,,,,1.6298549175262451,1.9911572933197021,14.220906257629395,-0.04676926136016846,3.771061658859253,,,,,
2,53,,,,,,,,,,,1.2254382371902466,1.5024369955062866,11.038980484008789,-0.02176983840763569,3.3126344680786133
3,59,,,,,,0.6586971879005432,0.968468964099884,5.150480270385742,-0.05738723278045654,2.2694668769836426,,,,,
3,69,,,,,,2.177253484725952,2.5564584732055664,19.390687942504883,-0.0461878776550293,4.4034857749938965,,,,,
3,71,,,,,,,,,,,1.2170429229736328,1.4823505878448486,11.010972023010254,-0.019158711656928062,3.308429479598999
4,79,,,,,,1.417454719543457,1.7526949644088745,12.443788528442383,-0.008488893508911133,3.5275754928588867,,,,,
4,89,,,,,,1.5615997314453125,1.9070771932601929,13.625523567199707,-0.005655884742736816,3.691276788711548,,,,,
4,89,,,,,,,,,,,1.2045716047286987,1.431108832359314,10.970462799072266,-0.015441179275512695,3.302689552307129
5,99,,,,,,1.7083754539489746,2.049586772918701,15.304312705993652,-0.03429269790649414,3.9120726585388184,,,,,
5,107,,,,,,,,,,,1.2060785293579102,1.443882942199707,10.979235649108887,-0.016224360093474388,3.3038244247436523
6,109,,,,,,1.9414483308792114,2.300732135772705,17.378692626953125,-0.05106759071350098,4.168776035308838,,,,,
6,119,,,,,,1.9047784805297852,2.258840322494507,16.837678909301758,-0.043430447578430176,4.103374004364014,,,,,
6,125,,,,,,,,,,,1.2066929340362549,1.450976848602295,10.985408782958984,-0.01678469590842724,3.3046820163726807
7,129,,,,,,1.1555999517440796,1.462856411933899,10.014425277709961,-0.0228729248046875,3.164557695388794,,,,,
7,139,,,,,,1.635978102684021,1.965651273727417,14.410640716552734,-0.022556543350219727,3.7961349487304688,,,,,
7,143,,,,,,,,,,,1.1999202966690063,1.4052881002426147,10.966083526611328,-0.015038819052278996,3.302110195159912
8,149,,,,,,1.4244362115859985,1.7410173416137695,12.667576789855957,-0.07106387615203857,3.5591540336608887,,,,,
8,159,,,,,,1.0983967781066895,1.3891624212265015,9.510141372680664,-0.16455423831939697,3.0838518142700195,,,,,
8,161,,,,,,,,,,,1.199967622756958,1.406265139579773,10.969233512878418,-0.015325269661843777,3.3025577068328857
9,169,,,,,,1.142590045928955,1.4244952201843262,10.024925231933594,-0.0042493343353271484,3.1662161350250244,,,,,
9,179,,,,,,0.7740803360939026,1.0219658613204956,6.645608901977539,-0.09916150569915771,2.5779078006744385,,,,,
9,179,,,,,,,,,,,1.1989678144454956,1.3968995809555054,10.967920303344727,-0.015215730294585228,3.3024401664733887
10,189,,,,,,1.0799682140350342,1.3582018613815308,9.356115341186523,-0.05171763896942139,3.05877685546875,,,,,
10,197,,,,,,,,,,,1.2002495527267456,1.4096581935882568,10.974331855773926,-0.015790481120347977,3.3032870292663574
11,199,,,,,,1.8368284702301025,2.1605472564697266,16.26870346069336,-0.0032837390899658203,4.033448219299316,,,,,
11,209,,,,,,0.8699642419815063,1.1238785982131958,7.547085285186768,-0.1335620880126953,2.7471959590911865,,,,,
11,215,,,,,,,,,,,1.19894278049469,1.3984930515289307,10.965227127075195,-0.015057096257805824,3.302501916885376
12,219,,,,,,1.382332682609558,1.6677405834197998,12.388644218444824,-0.06919848918914795,3.5197505950927734,,,,,
12,229,,,,,,1.5942705869674683,1.8995156288146973,14.111429214477539,-0.13279855251312256,3.7565181255340576,,,,,
