epoch,step,test_accuracy,test_class_0_acc,test_class_1_acc,test_class_2_acc,test_loss,train_accuracy,train_class_0_acc,train_class_1_acc,train_class_2_acc,train_loss,val_accuracy,val_class_0_acc,val_class_1_acc,val_class_2_acc,val_loss
12,224,,,,,,,,,,,0.6201289296150208,0.9349786639213562,0.0439632274210453,0.7083214521408081,0.8642094135284424
12,229,,,,,,0.5237069129943848,0.753164529800415,0.16877636313438416,0.6576576828956604,0.968326985836029,,,,,
12,232,,,,,,,,,,,0.6201289296150208,0.9349786639213562,0.0439632274210453,0.7083214521408081,0.8550655841827393
13,239,,,,,,0.6163793206214905,0.7114197611808777,0.20000001788139343,0.6924603581428528,0.8945703506469727,,,,,
13,242,,,,,,,,,,,0.6204093098640442,0.9250909686088562,0.0439632274210453,0.7206864356994629,0.8460081219673157
13,249,,,,,,0.5373563170433044,0.7616926431655884,0.1679197996854782,0.623161792755127,0.9512755274772644,,,,,
13,250,,,,,,,,,,,0.6201289296150208,0.9144303798675537,0.0439632274210453,0.73221355676651,0.8380030393600464
14,259,,,,,,0.5603448152542114,0.7913978695869446,0.1818181872367859,0.6403012871742249,0.9298789501190186,,,,,
14,260,,,,,,,,,,,0.6204093098640442,0.9250909686088562,0.0439632274210453,0.7206864356994629,0.8326231837272644
14,268,,,,,,,,,,,0.6201289296150208,0.9144303798675537,0.0439632274210453,0.73221355676651,0.824616014957428
14,269,,,,,,0.497789591550827,0.7259886860847473,0.17970401048660278,0.7269737124443054,0.9814675450325012,,,,,
15,278,,,,,,,,,,,0.6206896305084229,0.9170852303504944,0.0439632274210453,0.7303463816642761,0.8189055323600769
15,279,,,,,,0.6472700834274292,0.7454545497894287,0.20325201749801636,0.7386831045150757,0.8367552757263184,,,,,
15,286,,,,,,,,,,,0.6201289296150208,0.9144303798675537,0.0439632274210453,0.73221355676651,0.8138301968574524
16,289,,,,,,0.5387930870056152,0.7305389046669006,0.1698513925075531,0.723809540271759,0.9145315885543823,,,,,
16,296,,,,,,,,,,,0.6201289296150208,0.9144303798675537,0.0439632274210453,0.73221355676651,0.8105887174606323
16,299,,,,,,0.664511501789093,0.7128205299377441,0.184523805975914,0.7612612843513489,0.8193681836128235,,,,,
16,304,,,,,,,,,,,0.6209700107574463,0.9052601456642151,0.0439632274210453,0.7453190684318542,0.8075879812240601
17,309,,,,,,0.6695402264595032,0.781931459903717,0.2222222238779068,0.6700680255889893,0.8299257159233093,,,,,
17,314,,,,,,,,,,,0.6201289296150208,0.9144303798675537,0.0439632274210453,0.73221355676651,0.8083993196487427
17,319,,,,,,0.6063218116760254,0.785578727722168,0.1929260492324829,0.667870044708252,0.8699372410774231,,,,,
17,322,,,,,,,,,,,0.6209700107574463,0.9052601456642151,0.0439632274210453,0.7453190684318542,0.8050501942634583
18,329,,,,,,0.641523003578186,0.7470588088035583,0.1469387710094452,0.7473233342170715,0.8292376399040222,,,,,
18,332,,,,,,,,,,,0.6209700107574463,0.9052601456642151,0.0439632274210453,0.7453190684318542,0.8050440549850464
18,339,,,,,,0.5890804529190063,0.788632333278656,0.1540130227804184,0.8288043737411499,0.8474281430244446,,,,,
18,340,,,,,,,,,,,0.6206896901130676,0.9151477217674255,0.0439632274210453,0.7329540848731995,0.8071308732032776
19,349,,,,,,0.7004310488700867,0.7804878354072571,0.23952096700668335,0.7405303120613098,0.7579526305198669,,,,,
19,350,,,,,,,,,,,0.6209700107574463,0.9052601456642151,0.0439632274210453,0.7453190684318542,0.8035120368003845
19,358,,,,,,,,,,,0.6204093098640442,0.8953724503517151,0.05665968731045723,0.7453190684318542,0.80240797996521
19,359,,,,,,0.604774534702301,0.757201611995697,0.14344261586666107,0.7007481455802917,0.8454825282096863,,,,,
20,368,,,,,,,,,,,0.6206896901130676,0.9045428037643433,0.05665968731045723,0.7354660034179688,0.8033928275108337
20,369,,,,,,0.5977011322975159,0.8067061305046082,0.1560102254152298,0.7327935695648193,0.8357964158058167,,,,,
20,376,,,,,,,,,,,0.6204093098640442,0.8953724503517151,0.05665968731045723,0.7453190684318542,0.8025810718536377
21,379,,,,,,0.579023003578186,0.7417677640914917,0.1649048626422882,0.8771929740905762,0.8579136729240417,,,,,
21,386,,,,,,,,,,,0.6204093098640442,0.8953724503517151,0.05665968731045723,0.7453190684318542,0.801644504070282
21,389,,,,,,0.4920977056026459,0.7642486691474915,0.15039999783039093,0.7769029140472412,0.9163441061973572,,,,,
21,394,,,,,,,,,,,0.6190075874328613,0.883330762386322,0.06935614347457886,0.7453190684318542,0.8000750541687012
22,395,0.5937647819519043,0.898251473903656,0.04058990254998207,0.7292963862419128,0.8336666822433472,,,,,,,,,,
