epoch,step,test_accuracy,test_class_0_acc,test_class_1_acc,test_class_2_acc,test_loss,train_accuracy,train_class_0_acc,train_class_1_acc,train_class_2_acc,train_loss,val_accuracy,val_class_0_acc,val_class_1_acc,val_class_2_acc,val_loss
6,219,,,,,,0.6048850417137146,0.0357142873108387,0.20467835664749146,0.7606837153434753,0.9213392734527588,,,,,
6,229,,,,,,0.6594827771186829,0.04790419340133667,0.10344827175140381,0.7917398810386658,0.8512805700302124,,,,,
6,239,,,,,,0.539511501789093,0.04471544548869133,0.13600000739097595,0.7879464626312256,1.0288552045822144,,,,,
6,249,,,,,,0.7090517282485962,0.07017543911933899,0.1428571492433548,0.8023064136505127,0.8116684556007385,,,,,
6,251,,,,,,,,,,,0.7263560891151428,0.0,0.0,1.0,0.8070467114448547
7,259,,,,,,0.6903735399246216,0.053892217576503754,0.16091954708099365,0.8242530822753906,0.8331771492958069,,,,,
7,269,,,,,,0.6127873659133911,0.072727270424366,0.11600000411272049,0.8311156630516052,0.9261984825134277,,,,,
7,279,,,,,,0.48419541120529175,0.05867970734834671,0.09019608050584793,0.8612637519836426,1.1286474466323853,,,,,
7,287,,,,,,,,,,,0.7263560891151428,0.0,0.0,1.0,0.793027400970459
8,289,,,,,,0.4906609058380127,0.05882352963089943,0.10207612812519073,0.8491083383560181,1.0625888109207153,,,,,
8,299,,,,,,0.6989942789077759,0.02923976629972458,0.03529411926865578,0.8494718074798584,0.8225644826889038,,,,,
8,309,,,,,,0.5308908224105835,0.03384615480899811,0.08235294371843338,0.8706896305084229,1.055517554283142,,,,,
8,319,,,,,,0.7076149582862854,0.01149425283074379,0.06432748585939407,0.8580246567726135,0.7950234413146973,,,,,
8,323,,,,,,,,,,,0.7263560891151428,0.0,0.0,1.0,0.7850901484489441
9,329,,,,,,0.6803160905838013,0.0238095261156559,0.12087912112474442,0.8865586519241333,0.888375997543335,,,,,
9,339,,,,,,0.602729856967926,0.04400000348687172,0.10276680439710617,0.902137279510498,0.9866213798522949,,,,,
9,349,,,,,,0.6443965435028076,0.012345679104328156,0.06606607139110565,0.8936604857444763,0.8868404626846313,,,,,
9,359,,,,,,0.6613616347312927,0.06586826592683792,0.095238097012043,0.9057788848876953,0.8879619836807251,,,,,
9,359,,,,,,,,,,,0.7263560891151428,0.0,0.0,1.0,0.7804355025291443
10,369,,,,,,0.7011494040489197,0.011834319680929184,0.0595238097012043,0.9137440919876099,0.8303163051605225,,,,,
10,379,,,,,,0.8017241358757019,0.1666666716337204,0.10465116053819656,0.9036243557929993,0.6722382307052612,,,,,
10,389,,,,,,0.7543103694915771,0.021739130839705467,0.09302325546741486,0.9148935675621033,0.7578848600387573,,,,,
10,395,,,,,,,,,,,0.7263560891151428,0.0,0.0,1.0,0.7787284851074219
11,399,,,,,,0.49568966031074524,0.04330708831548691,0.05275779590010643,0.911234438419342,1.141148567199707,,,,,
11,409,,,,,,0.7068965435028076,0.02247191034257412,0.06374502182006836,0.9182509183883667,0.805673360824585,,,,,
11,419,,,,,,0.6623563170433044,0.01785714365541935,0.052000001072883606,0.9301848411560059,0.8904298543930054,,,,,
11,429,,,,,,0.6393678188323975,0.01846153847873211,0.02222222276031971,0.9027635455131531,0.9360271096229553,,,,,
11,431,,,,,,,,,,,0.7263560891151428,0.0,0.0,1.0,0.7785062193870544
12,439,,,,,,0.49281609058380127,0.024193547666072845,0.035087719559669495,0.9213793277740479,1.1848253011703491,,,,,
12,449,,,,,,0.7191091775894165,0.0,0.04281345754861832,0.9302544593811035,0.7786945700645447,,,,,
12,459,,,,,,0.5625,0.012135922908782959,0.08771929889917374,0.9431396722793579,1.0893865823745728,,,,,
12,467,,,,,,,,,,,0.7263560891151428,0.0,0.0,1.0,0.7786608338356018
13,469,,,,,,0.772988498210907,0.0,0.03614457696676254,0.940246045589447,0.7145004272460938,,,,,
13,479,,,,,,0.6738505959510803,0.032258063554763794,0.0714285746216774,0.9405736923217773,0.9090784788131714,,,,,
13,489,,,,,,0.6163793206214905,0.024390242993831635,0.03200000151991844,0.941964328289032,0.9726231694221497,,,,,
13,499,,,,,,0.6716954112052917,0.015337422490119934,0.021739130839705467,0.9527720808982849,0.9226298928260803,,,,,
13,503,,,,,,,,,,,0.7263560891151428,0.0,0.0,1.0,0.779427170753479
14,509,,,,,,0.7808908224105835,0.03529411926865578,0.033707864582538605,0.9514563083648682,0.7353746891021729,,,,,
14,519,,,,,,0.7758620381355286,0.020408162847161293,0.1111111119389534,0.9437609910964966,0.7455160021781921,,,,,
14,529,,,,,,0.6271551847457886,0.018292682245373726,0.04651162773370743,0.9630045294761658,0.9939917325973511,,,,,
14,539,,,,,,0.8152077794075012,0.034090910106897354,0.07058823853731155,0.9530271887779236,0.6683956980705261,,,,,
14,539,,,,,,,,,,,0.7263560891151428,0.0,0.0,1.0,0.7791109681129456
15,549,,,,,,0.8857758641242981,0.011627906933426857,0.0,0.9469638466835022,0.5727025270462036,,,,,
15,559,,,,,,0.5711206793785095,0.012345679104328156,0.040572792291641235,0.956843376159668,1.0661698579788208,,,,,
15,569,,,,,,0.7844827771186829,0.0,0.08235294371843338,0.9517543911933899,0.7204052805900574,,,,,
15,575,,,,,,,,,,,0.7263560891151428,0.0,0.0,1.0,0.779273271560669
16,579,,,,,,0.6745689511299133,0.024390242993831635,0.04597701132297516,0.951646089553833,0.8910813331604004,,,,,
16,589,,,,,,0.6235632300376892,0.01846153847873211,0.0470588244497776,0.9520624279975891,0.9706039428710938,,,,,
16,599,,,,,,0.727011501789093,0.004065040498971939,0.0,0.9582938551902771,0.8088343143463135,,,,,
16,609,,,,,,0.6228448152542114,0.009146341122686863,0.034682080149650574,0.9629629850387573,0.9858407378196716,,,,,
16,611,,,,,,,,,,,0.7263560891151428,0.0,0.0,1.0,0.7797513604164124
17,619,,,,,,0.5179597735404968,0.030303029343485832,0.024096384644508362,0.965706467628479,1.1286613941192627,,,,,
17,629,,,,,,0.7780172228813171,0.01593625545501709,0.125,0.9514563083648682,0.7394408583641052,,,,,
17,639,,,,,,0.5617815852165222,0.016867469996213913,0.028901733458042145,0.957711398601532,1.089233160018921,,,,,
17,647,,,,,,,,,,,0.7263560891151428,0.0,0.0,1.0,0.779977560043335
18,649,,,,,,0.6178160905838013,0.02016128972172737,0.023622047156095505,0.9539325833320618,0.9823013544082642,,,,,
18,659,,,,,,0.7801724076271057,0.0,0.01744186133146286,0.9550264477729797,0.7086482644081116,,,,,
18,669,,,,,,0.6178160905838013,0.009732360020279884,0.010989011265337467,0.9606741666793823,0.9885778427124023,,,,,
18,679,,,,,,0.6846264600753784,0.00800000037997961,0.011834319680929184,0.9753340482711792,0.8829412460327148,,,,,
18,683,,,,,,,,,,,0.7263560891151428,0.0,0.0,1.0,0.7797307372093201
19,689,,,,,,0.5761494040489197,0.015384615398943424,0.01606425642967224,0.9694377183914185,1.0646967887878418,,,,,
19,699,,,,,,0.8405172228813171,0.023255813866853714,0.021276595070958138,0.962046205997467,0.6174492239952087,,,,,
19,709,,,,,,0.7349137663841248,0.01796407252550125,0.011627906933426857,0.966761589050293,0.788937509059906,,,,,
19,719,,,,,,0.5534924864768982,0.015337422490119934,0.005847953259944916,0.9779180288314819,1.0911756753921509,,,,,
19,719,,,,,,,,,,,0.7263560891151428,0.0,0.0,1.0,0.7792757749557495
20,729,,,,,,0.733476996421814,0.0238095261156559,0.022727273404598236,0.9629277586936951,0.7945100665092468,,,,,
20,739,,,,,,0.6910919547080994,0.011904762126505375,0.02766798436641693,0.9814624786376953,0.9019442200660706,,,,,
20,749,,,,,,0.789511501789093,0.01764705963432789,0.02247191034257412,0.9655781388282776,0.7146457433700562,,,,,
20,755,,,,,,,,,,,0.7263560891151428,0.0,0.0,1.0,0.7801591753959656
21,759,,,,,,0.5100574493408203,0.01217038556933403,0.028248587623238564,0.9681439995765686,1.1805647611618042,,,,,
21,769,,,,,,0.7923850417137146,0.0,0.00800000037997961,0.9683377146720886,0.6855990290641785,,,,,
21,779,,,,,,0.625,0.024316109716892242,0.01764705963432789,0.9619261026382446,0.9997249841690063,,,,,
21,789,,,,,,0.8534482717514038,0.0,0.01764705963432789,0.9721083045005798,0.591153085231781,,,,,
21,791,,,,,,,,,,,0.7263560891151428,0.0,0.0,1.0,0.779944658279419
22,799,,,,,,0.6795976758003235,0.0059523810632526875,0.015748031437397003,0.9701031446456909,0.8829936981201172,,,,,
22,809,,,,,,0.5660919547080994,0.006048386916518211,0.03125,0.9774999618530273,1.088923454284668,,,,,
22,819,,,,,,0.790229856967926,0.02247191034257412,0.0117647061124444,0.9673433303833008,0.7079814076423645,,,,,
22,827,,,,,,,,,,,0.7263560891151428,0.0,0.0,1.0,0.7793167233467102
23,829,,,,,,0.516523003578186,0.0,0.02208835259079933,0.9765517711639404,1.154099702835083,,,,,
23,839,,,,,,0.7931034564971924,0.0,0.005747126415371895,0.9761061668395996,0.700531005859375,,,,,
23,849,,,,,,0.631465494632721,0.01149425283074379,0.009732360020279884,0.9776286482810974,0.9780111908912659,,,,,
23,859,,,,,,0.6932471394538879,0.024096384644508362,0.015060240402817726,0.9805526733398438,0.8670259714126587,,,,,
23,863,,,,,,,,,,,0.7263560891151428,0.0,0.0,1.0,0.7795674800872803
24,869,,,,,,0.5725574493408203,0.004914004821330309,0.0058823530562222,0.9742331504821777,1.0777901411056519,,,,,
24,879,,,,,,0.6889367699623108,0.012195121496915817,0.01600000075995922,0.9744375944137573,0.8853214383125305,,,,,
24,889,,,,,,0.7442528605461121,0.017751479521393776,0.0,0.9800758957862854,0.7719479203224182,,,,,
24,899,,,,,,0.7586207389831543,0.0,0.016129031777381897,0.9726651906967163,0.7673234939575195,,,,,
24,899,,,,,,,,,,,0.7263560891151428,0.0,0.0,1.0,0.7784956097602844
25,900,0.7039907574653625,0.0,0.0,1.0,0.870239794254303,,,,,,,,,,
