epoch,step,test_direction_accuracy,test_loss,test_mae,test_mse,test_r2,test_rmse,train_direction_accuracy,train_loss,train_mae,train_mse,train_r2,train_rmse,val_direction_accuracy,val_loss,val_mae,val_mse,val_r2,val_rmse
0,9,,,,,,,0.4788166880607605,nan,nan,nan,nan,nan,,,,,,
0,10,,,,,,,,,,,,,0.5367036461830139,nan,nan,nan,nan,nan
1,11,0.4803260564804077,nan,nan,nan,nan,nan,,,,,,,,,,,,
