epoch,step,test_accuracy,test_loss,train_accuracy,train_loss,val_accuracy,val_loss
0,9,,,0.3110632300376892,1.2380306720733643,,
0,19,,,0.3247126340866089,1.2221474647521973,,
0,29,,,0.3340517282485962,1.206276774406433,,
0,35,,,,,0.42482757568359375,1.0684868097305298
1,39,,,0.3433907926082611,1.179957628250122,,
1,49,,,0.38002872467041016,1.1740219593048096,,
1,59,,,0.37787356972694397,1.154057502746582,,
1,69,,,0.3836206793785095,1.1522520780563354,,
1,71,,,,,0.5643678307533264,1.0010440349578857
2,79,,,0.40086206793785095,1.1098724603652954,,
2,89,,,0.40229883790016174,1.1494767665863037,,
2,99,,,0.4461206793785095,1.0876691341400146,,
2,107,,,,,0.6439080834388733,0.9431888461112976
3,109,,,0.45330458879470825,1.0647956132888794,,
3,119,,,0.45330458879470825,1.0837115049362183,,
3,129,,,0.47270116209983826,1.05059015750885,,
3,139,,,0.4662356376647949,1.0555723905563354,,
3,143,,,,,0.6972413659095764,0.896280825138092
4,149,,,0.477011501789093,1.0429078340530396,,
4,159,,,0.4662356376647949,1.0760154724121094,,
4,169,,,0.48419541120529175,1.0882508754730225,,
4,179,,,0.58620685338974,0.94931560754776,,
4,179,,,,,0.7039080858230591,0.8612995147705078
5,189,,,0.4489942491054535,1.1154489517211914,,
5,199,,,0.5502873659133911,0.9690704941749573,,
5,209,,,0.4820402264595032,1.0741987228393555,,
5,215,,,,,0.7039080858230591,0.8386408090591431
6,219,,,0.414511501789093,1.1608682870864868,,
6,229,,,0.5739942789077759,0.9522625207901001,,
6,239,,,0.5193965435028076,1.0595386028289795,,
6,249,,,0.6364942789077759,0.8804605603218079,,
6,251,,,,,0.7039080858230591,0.8284432291984558
7,259,,,0.34841954708099365,1.301489233970642,,
7,269,,,0.457614928483963,1.1285499334335327,,
7,279,,,0.6149425506591797,0.9067940711975098,,
7,287,,,,,0.7039080858230591,0.8264371752738953
8,289,,,0.7428160905838013,0.7353376150131226,,
8,299,,,0.5783045887947083,0.9690369367599487,,
8,309,,,0.4892241358757019,1.1110539436340332,,
8,319,,,0.6846264600753784,0.8172672390937805,,
8,323,,,,,0.7039080858230591,0.8306108117103577
9,329,,,0.4978448152542114,1.1150779724121094,,
9,339,,,0.5984195470809937,0.9676039218902588,,
9,349,,,0.7033045887947083,0.8075515627861023,,
9,359,,,0.7126436829566956,0.7830934524536133,,
9,359,,,,,0.7039080858230591,0.8376306891441345
10,360,0.6809644103050232,0.885370671749115,,,,
