epoch,step,test_loss,test_mae,test_mse,test_r2,test_rmse,train_loss,train_mae,train_mse,train_r2,train_rmse,val_loss,val_mae,val_mse,val_r2,val_rmse
0,9,,,,,,2.09220552444458,2.09220552444458,14.990458488464355,-0.038637638092041016,3.871751308441162,,,,,
0,19,,,,,,2.6084158420562744,2.6084158420562744,19.578947067260742,-0.02527177333831787,4.424810409545898,,,,,
0,29,,,,,,1.4917227029800415,1.4917227029800415,9.12085247039795,-0.027139902114868164,3.0200748443603516,,,,,
0,39,,,,,,3.1228368282318115,3.1228368282318115,24.134082794189453,-0.015549302101135254,4.91264533996582,,,,,
0,49,,,,,,4.177613735198975,4.177613735198975,33.51946258544922,-0.3937431573867798,5.789599418640137,,,,,
0,59,,,,,,1.5582166910171509,1.5582166910171509,10.003270149230957,-0.03204953670501709,3.162794589996338,,,,,
0,68,,,,,,,,,,,1.8766517639160156,1.8766517639160156,12.845708847045898,-0.036573611199855804,3.560624361038208
1,69,,,,,,1.6097819805145264,1.6097819805145264,10.443167686462402,-0.149772047996521,3.2315890789031982,,,,,
1,79,,,,,,2.576350212097168,2.576350212097168,19.312206268310547,-0.1209096908569336,4.394565582275391,,,,,
1,89,,,,,,2.6324331760406494,2.6324331760406494,19.822891235351562,-0.09688389301300049,4.4522905349731445,,,,,
1,99,,,,,,2.0711586475372314,2.0711586475372314,14.531241416931152,-0.058699846267700195,3.8119864463806152,,,,,
1,109,,,,,,2.027334213256836,2.027334213256836,14.042474746704102,-0.045876502990722656,3.747328996658325,,,,,
1,119,,,,,,0.5399302840232849,0.5399302840232849,0.48445847630500793,-3.798640727996826,0.6960304975509644,,,,,
1,129,,,,,,1.5956686735153198,1.5956686735153198,10.430968284606934,-0.04491138458251953,3.229701042175293,,,,,
1,137,,,,,,,,,,,1.871903896331787,1.871903896331787,12.835874557495117,-0.03570864722132683,3.559199094772339
2,139,,,,,,1.5926488637924194,1.5926488637924194,10.35763931274414,-0.02438187599182129,3.2183287143707275,,,,,
2,149,,,,,,1.5744587182998657,1.5744587182998657,10.465291976928711,-0.1271892786026001,3.2350103855133057,,,,,
2,159,,,,,,1.0894067287445068,1.0894067287445068,5.808222770690918,-0.18251359462738037,2.4100253582000732,,,,,
2,169,,,,,,2.0781595706939697,2.0781595706939697,14.683361053466797,-0.032799720764160156,3.8318874835968018,,,,,
2,179,,,,,,1.599474310874939,1.599474310874939,10.434328079223633,-0.03171372413635254,3.2302210330963135,,,,,
2,189,,,,,,1.0516051054000854,1.0516051054000854,5.141823768615723,-0.2130357027053833,2.267559051513672,,,,,
2,199,,,,,,2.103891611099243,2.103891611099243,15.166833877563477,-0.07309067249298096,3.8944618701934814,,,,,
2,206,,,,,,,,,,,1.86749267578125,1.86749267578125,12.82719612121582,-0.03494672477245331,3.557941436767578
3,209,,,,,,1.621882677078247,1.621882677078247,11.011821746826172,-0.06169700622558594,3.318406581878662,,,,,
3,219,,,,,,2.082240104675293,2.082240104675293,14.68414306640625,-0.04605591297149658,3.8319895267486572,,,,,
3,229,,,,,,1.5317240953445435,1.5317240953445435,9.744261741638184,-0.20759069919586182,3.121580123901367,,,,,
3,239,,,,,,1.6250789165496826,1.6250789165496826,11.042667388916016,-0.042774081230163574,3.3230509757995605,,,,,
3,249,,,,,,1.5685712099075317,1.5685712099075317,10.28434944152832,-0.02473902702331543,3.2069220542907715,,,,,
3,259,,,,,,2.115239143371582,2.115239143371582,15.239234924316406,-0.04871797561645508,3.9037463665008545,,,,,
3,269,,,,,,2.0990991592407227,2.0990991592407227,14.841866493225098,-0.029744863510131836,3.8525142669677734,,,,,
3,275,,,,,,,,,,,1.8630852699279785,1.8630852699279785,12.818873405456543,-0.0342085175216198,3.556727409362793
4,279,,,,,,2.063613176345825,2.063613176345825,14.880667686462402,-0.028154611587524414,3.857546806335449,,,,,
4,289,,,,,,2.5511062145233154,2.5511062145233154,18.660037994384766,-0.4374842643737793,4.319726467132568,,,,,
4,299,,,,,,1.0067362785339355,1.0067362785339355,4.7840895652771,-0.15648174285888672,2.187256097793579,,,,,
4,309,,,,,,2.686014413833618,2.686014413833618,20.72804832458496,-0.011902809143066406,4.552806854248047,,,,,
4,319,,,,,,3.2106411457061768,3.2106411457061768,25.32440185546875,-0.13911139965057373,5.0323357582092285,,,,,
4,329,,,,,,2.0496015548706055,2.0496015548706055,14.45392894744873,-0.059238314628601074,3.8018321990966797,,,,,
4,339,,,,,,1.526716947555542,1.526716947555542,10.008068084716797,-0.036624789237976074,3.16355299949646,,,,,
4,344,,,,,,,,,,,1.8597689867019653,1.8597689867019653,12.812567710876465,-0.03366822376847267,3.5558242797851562
5,349,,,,,,2.6044774055480957,2.6044774055480957,19.452842712402344,-0.11889708042144775,4.4105377197265625,,,,,
5,359,,,,,,2.0948567390441895,2.0948567390441895,14.683889389038086,-0.050868988037109375,3.831956386566162,,,,,
5,369,,,,,,1.0554784536361694,1.0554784536361694,5.601454734802246,-0.17929673194885254,2.366739273071289,,,,,
5,379,,,,,,2.6526899337768555,2.6526899337768555,19.743087768554688,-0.10555732250213623,4.443319320678711,,,,,
5,389,,,,,,2.129997491836548,2.129997491836548,15.470946311950684,-0.047541260719299316,3.93331241607666,,,,,
5,399,,,,,,0.48830586671829224,0.48830586671829224,0.38366463780403137,-7.8040876388549805,0.6194067001342773,,,,,
5,409,,,,,,1.9874709844589233,1.9874709844589233,13.804802894592285,-0.06512618064880371,3.7154815196990967,,,,,
5,413,,,,,,,,,,,1.8561960458755493,1.8561960458755493,12.805685997009277,-0.03306236490607262,3.554823398590088
6,419,,,,,,4.288354396820068,4.288354396820068,34.9686164855957,-0.031333088874816895,5.913426876068115,,,,,
6,429,,,,,,2.0570638179779053,2.0570638179779053,14.522993087768555,-0.225089430809021,3.8109045028686523,,,,,
6,439,,,,,,1.0157625675201416,1.0157625675201416,4.985146522521973,-0.16200804710388184,2.2327442169189453,,,,,
6,449,,,,,,2.0681374073028564,2.0681374073028564,14.744728088378906,-0.06405770778656006,3.839886426925659,,,,,
6,459,,,,,,1.5329252481460571,1.5329252481460571,9.660896301269531,-0.027315258979797363,3.1081981658935547,,,,,
6,469,,,,,,2.6068294048309326,2.6068294048309326,19.455806732177734,-0.01305532455444336,4.410873889923096,,,,,
6,479,,,,,,2.1171939373016357,2.1171939373016357,15.366077423095703,-0.24036633968353271,3.9199588298797607,,,,,
6,482,,,,,,,,,,,1.852888584136963,1.852888584136963,12.799464225769043,-0.032525476068258286,3.5539281368255615
7,489,,,,,,2.7582685947418213,2.7582685947418213,21.400617599487305,-0.33827877044677734,4.62608003616333,,,,,
7,499,,,,,,2.112750768661499,2.112750768661499,14.96716594696045,-0.31068503856658936,3.8687422275543213,,,,,
7,509,,,,,,1.0146650075912476,1.0146650075912476,5.31281042098999,-0.1232229471206665,2.3049533367156982,,,,,
7,519,,,,,,1.0468289852142334,1.0468289852142334,5.539809703826904,-0.1878352165222168,2.35368013381958,,,,,
7,529,,,,,,1.5459617376327515,1.5459617376327515,10.214698791503906,-0.15002846717834473,3.1960442066192627,,,,,
7,539,,,,,,1.5930771827697754,1.5930771827697754,10.612142562866211,-0.026161670684814453,3.2576284408569336,,,,,
7,549,,,,,,1.0628175735473633,1.0628175735473633,5.644566059112549,-0.15890765190124512,2.3758294582366943,,,,,
7,551,,,,,,,,,,,1.8496692180633545,1.8496692180633545,12.793468475341797,-0.032005950808525085,3.553062915802002
8,559,,,,,,1.6031187772750854,1.6031187772750854,10.641728401184082,-0.16981446743011475,3.2621662616729736,,,,,
8,569,,,,,,3.595578193664551,3.595578193664551,28.523136138916016,-0.015381217002868652,5.340705394744873,,,,,
8,579,,,,,,2.729792594909668,2.729792594909668,20.91666030883789,-0.010714888572692871,4.5734734535217285,,,,,
8,589,,,,,,1.5374828577041626,1.5374828577041626,10.105539321899414,-0.03773653507232666,3.1789209842681885,,,,,
8,599,,,,,,1.0617976188659668,1.0617976188659668,5.846822261810303,-0.15731072425842285,2.418020248413086,,,,,
8,609,,,,,,1.621984839439392,1.621984839439392,10.83413028717041,-0.033562421798706055,3.2915239334106445,,,,,
8,619,,,,,,1.6398828029632568,1.6398828029632568,11.073443412780762,-0.16738450527191162,3.3276784420013428,,,,,
8,620,,,,,,,,,,,1.8465957641601562,1.8465957641601562,12.78769588470459,-0.03150069713592529,3.552224636077881
9,629,,,,,,1.6495051383972168,1.6495051383972168,11.287336349487305,-0.053725242614746094,3.359663248062134,,,,,
9,639,,,,,,0.46640413999557495,0.46640413999557495,0.39105743169784546,-4.3236870765686035,0.6253458261489868,,,,,
9,649,,,,,,1.5411972999572754,1.5411972999572754,9.833333015441895,-0.0021486282348632812,3.135814666748047,,,,,
9,659,,,,,,1.0531576871871948,1.0531576871871948,5.698187351226807,-0.09965860843658447,2.38708758354187,,,,,
9,669,,,,,,1.6000112295150757,1.6000112295150757,10.793895721435547,-0.03001224994659424,3.2854065895080566,,,,,
9,679,,,,,,2.05258846282959,2.05258846282959,14.616537094116211,-0.036421895027160645,3.823158025741577,,,,,
9,689,,,,,,0.5049809217453003,0.5049809217453003,0.44292962551116943,-45.93735122680664,0.6655296087265015,,,,,
9,689,,,,,,,,,,,1.843526005744934,1.843526005744934,12.78213119506836,-0.031023574993014336,3.5514256954193115
10,699,,,,,,2.5572805404663086,2.5572805404663086,18.90215301513672,-0.0651932954788208,4.347660541534424,,,,,
10,709,,,,,,1.466078519821167,1.466078519821167,9.343542098999023,-0.029792428016662598,3.056720733642578,,,,,
10,719,,,,,,2.098878860473633,2.098878860473633,15.329617500305176,-0.3409651517868042,3.9153056144714355,,,,,
10,729,,,,,,1.474777102470398,1.474777102470398,9.36352252960205,-0.05019652843475342,3.0599873065948486,,,,,
10,739,,,,,,1.5515316724777222,1.5515316724777222,10.175436019897461,-0.1686105728149414,3.1898958683013916,,,,,
10,749,,,,,,1.5234092473983765,1.5234092473983765,9.810357093811035,-0.05986607074737549,3.1321489810943604,,,,,
10,758,,,,,,,,,,,1.8404192924499512,1.8404192924499512,12.77655029296875,-0.03054298833012581,3.5506227016448975
11,759,,,,,,2.15231990814209,2.15231990814209,15.739396095275879,-0.0427623987197876,3.9672908782958984,,,,,
11,769,,,,,,1.5765169858932495,1.5765169858932495,10.39293098449707,-0.15696263313293457,3.223806858062744,,,,,
11,779,,,,,,2.1599369049072266,2.1599369049072266,15.967602729797363,-0.05369436740875244,3.995948314666748,,,,,
11,789,,,,,,1.5376060009002686,1.5376060009002686,9.784074783325195,-0.16670334339141846,3.127950668334961,,,,,
11,799,,,,,,3.631206750869751,3.631206750869751,28.68682098388672,-0.07004940509796143,5.356008052825928,,,,,
11,809,,,,,,1.517356038093567,1.517356038093567,9.74595832824707,-0.03710293769836426,3.121851682662964,,,,,
11,819,,,,,,1.0492533445358276,1.0492533445358276,5.485671043395996,-0.15934789180755615,2.342150926589966,,,,,
11,827,,,,,,,,,,,1.8373700380325317,1.8373700380325317,12.771162986755371,-0.030081940814852715,3.549849510192871
12,829,,,,,,1.0243971347808838,1.0243971347808838,5.288990497589111,-0.11753976345062256,2.2997806072235107,,,,,
12,839,,,,,,2.155454158782959,2.155454158782959,15.872771263122559,-0.04412567615509033,3.9840645790100098,,,,,
12,849,,,,,,1.537938117980957,1.537938117980957,10.00938606262207,-0.04320180416107178,3.1637613773345947,,,,,
12,859,,,,,,1.6842987537384033,1.6842987537384033,11.508392333984375,-0.18542516231536865,3.392402172088623,,,,,
12,869,,,,,,1.5566173791885376,1.5566173791885376,10.020837783813477,-0.019999384880065918,3.1655707359313965,,,,,
12,879,,,,,,1.4697885513305664,1.4697885513305664,9.224336624145508,-0.21119916439056396,3.0371592044830322,,,,,
12,889,,,,,,1.5069395303726196,1.5069395303726196,9.708791732788086,-0.23213458061218262,3.1158933639526367,,,,,
12,896,,,,,,,,,,,1.8343796730041504,1.8343796730041504,12.765992164611816,-0.029644103720784187,3.54911208152771
13,899,,,,,,2.613704204559326,2.613704204559326,19.88652229309082,-0.0657268762588501,4.459430694580078,,,,,
