epoch,step,test_acc,test_f1,test_loss,test_mcc,train_acc,train_f1,train_loss,train_mcc,val_acc,val_f1,val_loss,val_mcc
0,49,,,,,0.46498599648475647,0.5213032364845276,0.7830976247787476,0.05994553491473198,,,,
0,68,,,,,,,,,0.502802312374115,0.4702971577644348,0.7112249135971069,0.006987250410020351
1,99,,,,,0.5800464153289795,0.08121827244758606,0.6615467667579651,0.0811796709895134,,,,
1,137,,,,,,,,,0.5133463740348816,0.42465969920158386,0.7023573517799377,0.034178171306848526
2,149,,,,,0.5207920670509338,0.27108433842658997,0.7389145493507385,0.019382106140255928,,,,
2,199,,,,,0.5055761933326721,0.42424243688583374,0.7245579957962036,0.015094155445694923,,,,
2,206,,,,,,,,,0.5015560388565063,0.14045296609401703,0.7170756459236145,0.03451945260167122
3,249,,,,,0.4793388545513153,0.5135135054588318,0.7171850800514221,-0.04647013172507286,,,,
3,275,,,,,,,,,0.5125236511230469,0.28190502524375916,0.7022379636764526,0.04834362491965294
4,299,,,,,0.5497925281524658,0.4182305634021759,0.7141926288604736,0.054563216865062714,,,,
4,344,,,,,,,,,0.5085676908493042,0.21744172275066376,0.7048779726028442,0.04589072987437248
5,349,,,,,0.5106382966041565,0.5731958746910095,0.7135344743728638,0.011493321508169174,,,,
5,399,,,,,0.4183673560619354,0.5365853905677795,0.7595984935760498,0.07946840673685074,,,,
5,413,,,,,,,,,0.507841169834137,0.19994495809078217,0.703292965888977,0.047053199261426926
6,449,,,,,0.4403292238712311,0.4867924451828003,0.734668493270874,-0.03607317432761192,,,,
6,482,,,,,,,,,0.5247799158096313,0.41382184624671936,0.6942574381828308,0.061129435896873474
7,499,,,,,0.5525672435760498,0.48158639669418335,0.6921970248222351,0.08809786289930344,,,,
7,549,,,,,0.5024154782295227,0.552173912525177,0.7025149464607239,0.027474001049995422,,,,
7,551,,,,,,,,,0.5190487504005432,0.3631305694580078,0.6951280236244202,0.05415654182434082
8,599,,,,,0.5272727012634277,0.5497835278511047,0.6941688060760498,0.0659799724817276,,,,
8,620,,,,,,,,,0.5106201171875,0.2665049433708191,0.6985218524932861,0.04585045203566551
9,649,,,,,0.6049821972846985,0.35087719559669495,0.6737716197967529,0.07732482999563217,,,,
9,689,,,,,,,,,0.5208175778388977,0.4483138620853424,0.6938048601150513,0.048006873577833176
10,699,,,,,0.49668875336647034,0.5,0.7014118432998657,0.023684751242399216,,,,
10,749,,,,,0.5501354932785034,0.5951219797134399,0.6824694275856018,0.11142915487289429,,,,
10,758,,,,,,,,,0.516875147819519,0.602776825428009,0.6943255662918091,0.028746139258146286
11,799,,,,,0.5162337422370911,0.46785715222358704,0.6984569430351257,0.03071843646466732,,,,
11,827,,,,,,,,,0.5171322226524353,0.35071131587028503,0.6956578493118286,0.051043570041656494
12,849,,,,,0.5391923785209656,0.5872340202331543,0.6914294362068176,0.08250583708286285,,,,
12,896,,,,,,,,,0.5190487504005432,0.3631305694580078,0.6944075226783752,0.05415654182434082
13,899,,,,,0.5090252757072449,0.644908607006073,0.6922663450241089,0.1366816759109497,,,,
13,949,,,,,0.5284737944602966,0.5642105340957642,0.6936697363853455,0.058983612805604935,,,,
13,965,,,,,,,,,0.5190487504005432,0.3631305694580078,0.6949134469032288,0.05415654182434082
14,999,,,,,0.5653333067893982,0.35573121905326843,0.6866452693939209,0.07406332343816757,,,,
14,1034,,,,,,,,,0.5124648809432983,0.2518139183521271,0.6990660429000854,0.053581587970256805
15,1049,,,,,0.5271493196487427,0.3942028880119324,0.6937552690505981,0.006583212409168482,,,,
15,1099,,,,,0.5605263113975525,0.4560260474681854,0.6823578476905823,0.10505533963441849,,,,
15,1103,,,,,,,,,0.5132582187652588,0.28288713097572327,0.6970223784446716,0.05083858594298363
16,1149,,,,,0.5278970003128052,0.6028881072998047,0.6866954565048218,0.12073306739330292,,,,
16,1172,,,,,,,,,0.5149340033531189,0.3109249472618103,0.6964063048362732,0.05143173411488533
17,1199,,,,,0.5759312510490417,0.3272727131843567,0.682452917098999,0.025353968143463135,,,,
17,1241,,,,,,,,,0.5190487504005432,0.3631305694580078,0.6942700147628784,0.05415654182434082
18,1249,,,,,0.5264706015586853,0.4686468541622162,0.683146059513092,0.08167365938425064,,,,
18,1299,,,,,0.5544554591178894,0.4193548262119293,0.6838274002075195,0.0754673033952713,,,,
18,1310,,,,,,,,,0.5132582187652588,0.28288713097572327,0.6969764232635498,0.05083858594298363
19,1349,,,,,0.5723270177841187,0.6031128168106079,0.6793573498725891,0.1396581530570984,,,,
19,1379,,,,,,,,,0.5131913423538208,0.26731616258621216,0.6978864073753357,0.052597396075725555
20,1380,0.5134412050247192,0.587162435054779,0.6966412663459778,0.04733835905790329,,,,,,,,
