epoch,step,test_acc,test_f1,test_loss,test_mcc,train_acc,train_f1,train_loss,train_mcc,val_acc,val_f1,val_loss,val_mcc
0,49,,,,,0.569037675857544,0.34810125827789307,0.6808450818061829,0.03084952011704445,,,,
0,68,,,,,,,,,0.5083995461463928,0.6702728867530823,0.7059697508811951,0.0028210626915097237
1,99,,,,,0.5437787771224976,0.5147058963775635,0.6904754638671875,0.16503287851810455,,,,
1,137,,,,,,,,,0.5140493512153625,0.6234630942344666,0.6973766088485718,0.0208907313644886
2,149,,,,,0.5476190447807312,0.650306761264801,0.6968921422958374,0.09061888605356216,,,,
2,199,,,,,0.5135658979415894,0.6214178204536438,0.6946403980255127,0.030247671529650688,,,,
2,206,,,,,,,,,0.5081993341445923,0.6672157049179077,0.70090651512146,-0.001858669682405889
3,249,,,,,0.5188866853713989,0.46222221851348877,0.6988720893859863,0.04872250184416771,,,,
3,275,,,,,,,,,0.5070908665657043,0.181819885969162,0.7059838175773621,0.04802606627345085
4,299,,,,,0.6399999856948853,0.3368421196937561,0.6488112807273865,0.08978328108787537,,,,
4,344,0.4855998456478119,0.6416509747505188,0.7135561108589172,-0.018768714740872383,,,,,,,,
