epoch,step,test_acc,test_f1,test_loss,test_mcc,train_acc,train_f1,train_loss,train_mcc,val_acc,val_f1,val_loss,val_mcc
38,2690,,,,,,,,,0.5211613178253174,0.3743963837623596,0.6942315697669983,0.05822938308119774
39,2699,,,,,0.7372881174087524,0.27906978130340576,0.6475934982299805,0.21717682480812073,,,,
39,2749,,,,,0.5724770426750183,0.40409207344055176,0.6977940201759338,0.07959713786840439,,,,
39,2759,,,,,,,,,0.5209070444107056,0.38503628969192505,0.6940295696258545,0.055856771767139435
40,2799,,,,,0.49095022678375244,0.5508981943130493,0.6816612482070923,-0.033424798399209976,,,,
40,2828,,,,,,,,,0.5209070444107056,0.38503628969192505,0.6938431859016418,0.055856771767139435
41,2849,,,,,0.501968502998352,0.6028257608413696,0.6819489002227783,0.1373172104358673,,,,
41,2897,,,,,,,,,0.5179625749588013,0.44120264053344727,0.6936963200569153,0.042752623558044434
42,2899,,,,,0.48842594027519226,0.5033707618713379,0.6859822273254395,0.004637910518795252,,,,
42,2949,,,,,0.5498575568199158,0.48366013169288635,0.6775742769241333,0.10576338320970535,,,,
42,2966,,,,,,,,,0.5211613178253174,0.3743963837623596,0.6944939494132996,0.05822938308119774
43,2999,,,,,0.49716445803642273,0.5506756901741028,0.6889188885688782,0.010885000228881836,,,,
43,3035,,,,,,,,,0.5209070444107056,0.38503628969192505,0.6938949823379517,0.055856771767139435
44,3049,,,,,0.5242881178855896,0.4387351870536804,0.6952694058418274,0.026050712913274765,,,,
44,3099,,,,,0.5692307949066162,0.5199999809265137,0.6754387617111206,0.13174481689929962,,,,
44,3104,,,,,,,,,0.5209070444107056,0.38503628969192505,0.694071888923645,0.055856771767139435
45,3149,,,,,0.47754135727882385,0.4010840058326721,0.6962612867355347,0.08653325587511063,,,,
45,3173,,,,,,,,,0.5211049914360046,0.3955073058605194,0.6939029693603516,0.055080775171518326
46,3199,,,,,0.5962059497833252,0.6558891534805298,0.6566089987754822,0.22917446494102478,,,,
46,3242,,,,,,,,,0.5211049914360046,0.3955073058605194,0.6939184665679932,0.055080775171518326
47,3249,,,,,0.50266432762146,0.517241358757019,0.6907718777656555,0.03854287043213844,,,,
47,3299,,,,,0.5265306234359741,0.5226337313652039,0.6876038908958435,0.05696035921573639,,,,
47,3311,,,,,,,,,0.5209070444107056,0.38503628969192505,0.6939831972122192,0.055856771767139435
48,3349,,,,,0.6375545859336853,0.4429530203342438,0.6554629802703857,0.2262379229068756,,,,
48,3380,,,,,,,,,0.5211613178253174,0.3743963837623596,0.6956080794334412,0.05822938308119774
49,3399,,,,,0.5658682584762573,0.35555556416511536,0.6842147707939148,0.03834187611937523,,,,
49,3449,,,,,0.7857142686843872,0.4000000059604645,0.6258233189582825,0.43852898478507996,,,,
49,3449,,,,,,,,,0.5211613178253174,0.3743963837623596,0.6948765516281128,0.05822938308119774
50,3450,0.4919728636741638,0.6320149302482605,0.7003136277198792,0.021113021299242973,,,,,,,,
