epoch,step,test_direction_accuracy,test_loss,test_mae,test_mse,test_r2,train_direction_accuracy,train_loss,train_mae,train_mse,train_r2,val_direction_accuracy,val_loss,val_mae,val_mse,val_r2
8,319,,,,,,0.704023003578186,2.2096097469329834,2.440051794052124,19.693389892578125,-0.013350248336791992,,,,,
8,323,,,,,,,,,,,0.7091454267501831,2.377314329147339,2.5974252223968506,23.774307250976562,-0.009137733839452267
9,329,,,,,,0.6788793206214905,2.4796841144561768,2.712007999420166,22.477983474731445,-0.006158351898193359,,,,,
9,339,,,,,,0.6681034564971924,2.1845622062683105,2.414872407913208,19.92499542236328,-0.01011037826538086,,,,,
9,349,,,,,,0.6760057210922241,2.458048105239868,2.6904139518737793,22.42797088623047,-0.002670884132385254,,,,,
9,359,,,,,,0.4885057508945465,2.378235101699829,2.6087722778320312,19.716535568237305,-0.0645456314086914,,,,,
9,359,,,,,,,,,,,0.7091454267501831,2.371588945388794,2.5918500423431396,23.80327033996582,-0.0103651387616992
10,369,,,,,,0.6867815852165222,2.4111337661743164,2.64107346534729,22.07830810546875,-0.010355114936828613,,,,,
10,379,,,,,,0.6264367699623108,2.503845453262329,2.7346651554107666,22.83740997314453,-0.03264260292053223,,,,,
10,389,,,,,,0.6264367699623108,2.539846420288086,2.774425983428955,22.557355880737305,-0.002985358238220215,,,,,
10,395,,,,,,,,,,,0.7091454267501831,2.367263078689575,2.5873000621795654,23.80693244934082,-0.010519136674702168
11,399,,,,,,0.7205459475517273,2.348646402359009,2.5819475650787354,20.999921798706055,-0.009669780731201172,,,,,
11,409,,,,,,0.49425286054611206,2.9657278060913086,3.2021126747131348,25.985990524291992,-0.14282286167144775,,,,,
11,419,,,,,,0.7212643623352051,2.111377000808716,2.336099147796631,20.083328247070312,-0.017022132873535156,,,,,
11,429,,,,,,0.6925287246704102,2.370377540588379,2.601332664489746,21.59433364868164,-0.010683059692382812,,,,,
11,431,,,,,,,,,,,0.7091454267501831,2.3626325130462646,2.5825295448303223,23.83723258972168,-0.011803300119936466
12,439,,,,,,0.6393678188323975,2.460622787475586,2.6923627853393555,21.97193717956543,-0.00781702995300293,,,,,
12,449,,,,,,0.6487069129943848,2.4123764038085938,2.6422152519226074,21.972265243530273,-0.014400124549865723,,,,,
12,459,,,,,,0.6285919547080994,2.4114108085632324,2.6391148567199707,22.24737548828125,-0.050728440284729004,,,,,
12,467,,,,,,,,,,,0.7091454267501831,2.3583927154541016,2.5781748294830322,23.86150550842285,-0.012831718660891056
13,469,,,,,,0.6300287246704102,2.5175938606262207,2.74748158454895,23.179536819458008,-0.03787672519683838,,,,,
13,479,,,,,,0.5323275923728943,2.758229970932007,2.9930076599121094,24.235918045043945,-0.07401299476623535,,,,,
13,489,,,,,,0.602011501789093,2.523624897003174,2.7506253719329834,22.75133514404297,-0.06943273544311523,,,,,
13,499,,,,,,0.7478448152542114,2.299962282180786,2.531346559524536,21.2558650970459,-0.006886601448059082,,,,,
13,503,,,,,,,,,,,0.7091454267501831,2.3547863960266113,2.574042558670044,23.856042861938477,-0.012598488479852676
14,509,,,,,,0.49640804529190063,3.1435132026672363,3.380800724029541,28.0180606842041,-0.13156473636627197,,,,,
14,519,,,,,,0.6443965435028076,2.37345552444458,2.604653835296631,21.688947677612305,-0.01377713680267334,,,,,
14,529,,,,,,0.5955459475517273,2.683403730392456,2.917630672454834,23.260143280029297,-0.010683298110961914,,,,,
14,539,,,,,,0.49425286054611206,2.6183202266693115,2.857332706451416,21.489194869995117,-0.08904755115509033,,,,,
14,539,,,,,,,,,,,0.7091454267501831,2.351210832595825,2.570119857788086,23.871862411499023,-0.013268387876451015
15,549,,,,,,0.7406609058380127,2.0132389068603516,2.2392706871032715,18.704059600830078,-0.00023317337036132812,,,,,
15,559,,,,,,0.6846264600753784,2.2361767292022705,2.4616177082061768,21.2380313873291,-0.01901829242706299,,,,,
15,569,,,,,,0.556034505367279,2.8893346786499023,3.121273994445801,25.944110870361328,-0.11386597156524658,,,,,
15,575,,,,,,,,,,,0.7091454267501831,2.348060369491577,2.5665714740753174,23.87775230407715,-0.013516980223357677
16,579,,,,,,0.6860632300376892,2.072558879852295,2.3002588748931885,18.811813354492188,-0.00579679012298584,,,,,
16,589,,,,,,0.8089080452919006,2.010324239730835,2.236823320388794,19.145225524902344,-0.010003924369812012,,,,,
16,599,,,,,,0.8591954112052917,1.6693916320800781,1.8877787590026855,16.944368362426758,-0.023365020751953125,,,,,
16,609,,,,,,0.6997126340866089,2.3025455474853516,2.532198905944824,21.18081283569336,-0.0054819583892822266,,,,,
16,611,,,,,,,,,,,0.7091454267501831,2.345008611679077,2.563049554824829,23.874065399169922,-0.01335905957967043
17,619,,,,,,0.772988498210907,1.9792312383651733,2.200674533843994,19.05575942993164,0.0017791390419006348,,,,,
17,629,,,,,,0.5502873659133911,2.859285593032837,3.091543674468994,25.754657745361328,-0.09696245193481445,,,,,
17,639,,,,,,0.6530172228813171,2.3329052925109863,2.56303071975708,20.735395431518555,-0.011256575584411621,,,,,
17,647,,,,,,,,,,,0.7091454267501831,2.342165470123291,2.5598254203796387,23.875141143798828,-0.0134033327922225
18,649,,,,,,0.7126436829566956,2.2493643760681152,2.4723141193389893,21.318878173828125,-0.010921716690063477,,,,,
18,659,,,,,,0.545976996421814,2.9095866680145264,3.143981456756592,26.144412994384766,-0.09249794483184814,,,,,
18,669,,,,,,0.6034482717514038,2.3940491676330566,2.616460084915161,21.850324630737305,-0.09539330005645752,,,,,
18,679,,,,,,0.5991379022598267,2.7712676525115967,3.0035529136657715,25.12242889404297,-0.05841851234436035,,,,,
18,683,,,,,,,,,,,0.7091454267501831,2.3388113975524902,2.5558223724365234,23.848800659179688,-0.012284242548048496
19,689,,,,,,0.7112069129943848,2.4682540893554688,2.702324151992798,22.623245239257812,-0.010157942771911621,,,,,
19,699,,,,,,0.6465517282485962,2.5055298805236816,2.7330660820007324,22.83733558654785,-0.019597768783569336,,,,,
19,709,,,,,,0.6515804529190063,2.5710089206695557,2.801456928253174,23.623756408691406,-0.031902194023132324,,,,,
19,719,,,,,,0.5,2.8487682342529297,3.081904888153076,23.779571533203125,-0.14885938167572021,,,,,
19,719,,,,,,,,,,,0.7091454267501831,2.335697889328003,2.5521252155303955,23.833009719848633,-0.011612742207944393
20,729,,,,,,0.5416666865348816,2.76708984375,2.996526002883911,24.94840431213379,-0.11748397350311279,,,,,
20,739,,,,,,0.8182471394538879,1.8197828531265259,2.038351058959961,17.820098876953125,-0.0014231204986572266,,,,,
20,749,,,,,,0.6544539928436279,2.595041275024414,2.8254945278167725,23.720947265625,-0.023792505264282227,,,,,
20,755,,,,,,,,,,,0.7091454267501831,2.332775592803955,2.548571825027466,23.80858612060547,-0.010575294494628906
21,756,0.646477997303009,2.6611063480377197,2.8938798904418945,25.272390365600586,-0.0055243936367332935,,,,,,,,,,
